;Created At;Text;Geo Coordinates.latitude;Geo Coordinates.longitude;User Location;Username;User Screen Name;Retweet Count;Classificacao;Observação;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24
5059;Fri Jan 27 20:06:02 +0000 2017;Governo de Minas conclui estrategia para tratamento de resíduos sólidos em cidades do Centro-Oeste https://t.co/9g3Yo8KSIN;;;Brasil - MG - Divinópolis;Sistema MPA;sistemampa;0;Positivo;;;;;;;;;;;;;;;;
5060;Fri Jan 27 20:07:04 +0000 2017;Governo de Minas conclui estrategia para tratamento de resíduos sólidos em cidades do Centro-Oeste… https://t.co/xE7eMS46p2;;;Divinópolis - MG;Jornal Candidés;jornalcandides;0;Positivo;;;;;;;;;;;;;;;;
5061;Wed Jan 25 00:31:01 +0000 2017;Governo de Minas empossa novos agentes penitenciários https://t.co/tfGV6ijyPr https://t.co/ELopI1QIrC;;;Belo Horizonte;Jornal Hoje em Dia;jornalhojeemdia;0;Positivo;;;;;;;;;;;;;;;;
5062;Mon Jan 30 21:15:57 +0000 2017;Governo de Minas Gerais nomeia mais 2.500 trabalhadores da Educação - https://t.co/eP7k3vix91;;;Minas Gerais, Brasil;Aconteceu no Vale;noticiadosvales;0;Positivo;;;;;;;;;;;;;;;;
5063;Mon Jan 30 22:16:11 +0000 2017;Governo de Minas Gerais nomeia mais 2.500 trabalhadores da Educação https://t.co/XtERxPlte1 #ANV https://t.co/Wt2B1MBBwl;;;;Minhas notícias;NoticiariosMG;0;Positivo;;;;;;;;;;;;;;;;
5064;Wed Jan 25 22:02:08 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs - https://t.co/MbSWUeFPS8 https://t.co/qQzMoPUiwi;;;Brasília, Distrito Federal;Logística Pública;LogPublica;0;Positivo;;;;;;;;;;;;;;;;
5065;Thu Jan 26 16:00:06 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs | PT Minas Gerais https://t.co/Ae7FPWjHdl;;;Piedade de Caratinga;Gilberto Orcini;GilbertoOrcini;0;Positivo;;;;;;;;;;;;;;;;
5066;Tue Jan 24 13:05:41 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/1HIlMlBAyS;;;Araxá, MG;Minas No Foco;minasnofoco;0;Positivo;;;;;;;;;;;;;;;;
5067;Tue Jan 24 12:48:42 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/T8rBE6jIF4 https://t.co/3PfYZo8JjX;;;Minas Gerais;Brasil Metrópole;brasilmetropole;0;Positivo;;;;;;;;;;;;;;;;
5068;Wed Jan 25 22:02:05 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/yiNtNR8ThQ;;;Brasília, Distrito Federal;Logística Pública;LogPublica;0;Positivo;;;;;;;;;;;;;;;;
5069;Wed Jan 25 16:30:18 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs, saiba mais em: https://t.co/uJUr7ZcQOw https://t.co/JDiIyqb2h8;;;Belo Horizonte (MG);PT de Minas;ptdeminas;0;Positivo;;;;;;;;;;;;;;;;
5070;Thu Jan 26 11:10:26 +0000 2017;Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/GJUKNnl2xP https://t.co/ghqkJ0d34Z;;;Santa Rita do Sapucaí MG;Vale Independente;redacaodovale;0;Positivo;;;;;;;;;;;;;;;;
5071;Wed Jan 25 16:40:13 +0000 2017;Governo de Minas já efetivou mil agentes penitenciários desde o fim de 2016 https://t.co/WOTCmHsQr6 https://t.co/zD4B38r0XV;;;Itapecerica-MG;DESTAKNEWS BRASIL;DestakNews;0;Positivo;;;;;;;;;;;;;;;;
5072;Mon Jan 30 22:04:48 +0000 2017;Governo de Minas nomeia mais 2.500 trabalhadores da Educação https://t.co/YDriRrnzDT #Minas #Educação #Professores;;;Belo Horizonte, Brasil;Reginaldo Lopes;ReginaldoLopes;1;Positivo;;;;;;;;;;;;;;;;
5073;Tue Jan 24 19:05:24 +0000 2017;Governo de Minas publica Decreto que regulamenta o Marco Regulatório das Organizações da Sociedade Civil… https://t.co/JwmKfMwUa0;;;Itajubá - Brasil;Dep. Ulysses Gomes;depulyssesgomes;0;Positivo;;;;;;;;;;;;;;;;
5074;Tue Jan 24 18:10:16 +0000 2017;Governo de Minas regulamenta parcerias com OSCs https://t.co/2Um6Bn5Wwd https://t.co/ShiPIT3y9K;;;Belo Horizonte - Minas Gerais;Vans BH - Shows BH;3213_4360;0;Positivo;;;;;;;;;;;;;;;;
5075;Mon Jan 23 20:15:07 +0000 2017;Governo do Estado de Minas anincia reforço de mais 500 militares para BH, mas deixa cidades do interior no…… https://t.co/NVepkUQGGa;;;Itapecerica-MG;DESTAKNEWS BRASIL;DestakNews;0;Positivo;;;;;;;;;;;;;;;;
5076;Thu Jan 26 12:26:13 +0000 2017;Jornal O Impacto: Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares https://t.co/9xSiuY9C0Z https://t.co/ehWAIUzEd6;;;Divino-MG;Jornal O Impacto;oimpacto10;0;Positivo;;;;;;;;;;;;;;;;
5077;Thu Jan 26 12:26:01 +0000 2017;Jornal O Impacto: Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares https://t.co/9xSiuY9C0Z;;;Divino-MG;Jornal O Impacto;oimpacto10;0;Positivo;;;;;;;;;;;;;;;;
5078;Mon Jan 30 12:39:43 +0000 2017;Mais uma manhã de segunda-feira movimentada para o Voe Minas Gerais! Até às 9h10, já tivemos 8 voos cobrindo nosso Estado!;;;Minas Gerais, Brazil;Voe Minas Gerais;VoeMinasGerais;0;Positivo;;;;;;;;;;;;;;;;
5079;Thu Jan 26 12:26:03 +0000 2017;MG - Governo de Minas Gerais beneficiará 12 mil agricultores familiares - https://t.co/VKKf6I1iGe https://t.co/ZVr2tarGSb;;;Montes Claros - Brasil;Jornal Montes Claros;jornalmoc;1;Positivo;;;;;;;;;;;;;;;;
5080;Fri Jan 27 15:07:56 +0000 2017;"Minas Gerais é o estado com mais universidades públicas. precisamente, 11 no total
Minas amo você ♥";;;Brasil;Bah;colebah;0;Positivo;;;;;;;;;;;;;;;;
5081;Sat Jan 28 15:14:19 +0000 2017;"New post: ""Apesar de chuvas reduzirem clientela, varejo vê expansão no início de 2017 - Estado de Minas"" https://t.co/ziLrR46RsQ";;;Belém - Pará - Brasil;FERNANDO NAVARRO;NAVARRO_LIVRE;0;Positivo;;;;;;;;;;;;;;;;
5082;Fri Jan 27 22:37:15 +0000 2017;"New post: ""Secretaria investiga se macacos encontrados mortos em BH contraíram febre amarela - Estado de Minas"" https://t.co/A5C0wHEkFw";;;Belém - Pará - Brasil;FERNANDO NAVARRO;NAVARRO_LIVRE;0;Positivo;;;;;;;;;;;;;;;;
5083;Fri Jan 27 22:07:01 +0000 2017;"New post: ""Secretaria investiga se macacos encontrados mortos em BH contraíram febre amarela - Estado de Minas"" https://t.co/BF1ZjLj19X";;;Belém - Pará - Brasil;FERNANDO NAVARRO;NAVARRO_LIVRE;0;Positivo;;;;;;;;;;;;;;;;
5084;Fri Jan 27 22:57:15 +0000 2017;"New post: ""Secretaria investiga se macacos encontrados mortos em BH contraíram febre amarela - Estado de Minas"" https://t.co/TaV90nkgrd";;;Belém - Pará - Brasil;FERNANDO NAVARRO;NAVARRO_LIVRE;0;Positivo;;;;;;;;;;;;;;;;
5085;Tue Jan 24 16:12:04 +0000 2017;O @hemominas contrata temporariamente profissionais para suas unidades no estado, hoje (24) e amanhã. Saiba mais: https://t.co/LtOTyUkXcA;;;Belo Horizonte/MG;Rede Minas;redeminas;1;Positivo;;;;;;;;;;;;;;;;
5086;Wed Jan 25 20:57:37 +0000 2017;O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;;;;Baldan;ludmilabaldan;3;Positivo;;;;;;;;;;;;;;;;
5087;Tue Jan 24 17:30:03 +0000 2017;O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento:… https://t.co/gUYizPb8WM;;;Belo Horizonte, MG - Brasil;98FM;NovidadeNa98;2;Positivo;;;;;;;;;;;;;;;;
5088;Sat Jan 28 17:25:22 +0000 2017;O Governo do Estado de Minas Gerais, atendendo às reivindicações do Sind-UTE, com a nossa intervenção, publicou... https://t.co/EGDof2sKIt;;;Uberlândia - MG;Professor Neivaldo;profneivaldo_;0;Positivo;;;;;;;;;;;;;;;;
5089;Wed Jan 25 14:53:05 +0000 2017;O Programa BDMG Municípios Mineradores oferecerá crédito para financiamento a municípios que tiveram queda na... https://t.co/OV2yJy8YLJ;;;;Deputado Tito Torres;TitoTorres45;0;Positivo;;;;;;;;;;;;;;;;
5090;Thu Jan 26 12:33:45 +0000 2017;Pimentel visita Sala de Situação Contra a Febre Amarela e reafirma empenho do Estado para conter avanço da doença. https://t.co/BPnVKjs3wI;;;;redefhemig;RedeFhemig;0;Positivo;;;;;;;;;;;;;;;;
5091;Tue Jan 24 12:00:01 +0000 2017;Políticas da Secretaria de Estado de Esportes contemplam população idosa. https://t.co/r680JmrhpR https://t.co/0l6jZDx5TM;;;Belo Horizonte/Minas Gerais;Governo Minas Gerais;governomg;0;Positivo;;;;;;;;;;;;;;;;
5092;Tue Jan 31 11:37:25 +0000 2017;Principal desafio do novo comandante-geral da PM em Minas será o combate aos roubos - Gerais - Estado de Minas https://t.co/BrfCJA0wC3;;;Belo Horizonte MG Brasil;Ricardo Carlini;carlinibh;0;Positivo;;;;;;;;;;;;;;;;
5093;Mon Jan 23 13:30:26 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas - Gerais - Estado de Minas https://t.co/7ClKngI4Rg;;;Minas Gerais;Carla Elias;eliascarla;0;Positivo;;;;;;;;;;;;;;;;
5094;Wed Jan 25 21:15:22 +0000 2017;RT @corenmg: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/xEAn2b37Je;;;Ceará, Brasil;João Paulo Fernandes;joaopaulof93;1;Positivo;;;;;;;;;;;;;;;;
5095;Tue Jan 24 00:25:40 +0000 2017;RT @ja_1003: Governo de Minas decreta situação de emergência em áreas com surto de febre amarela https://t.co/pLlDy16CcG;;;Betim MG;Marcelo beta;MarceloMarque47;2;Positivo;;;;;;;;;;;;;;;;
5096;Sun Jan 29 11:08:57 +0000 2017;RT @JoaoJpchagas10: Minas anuncia R$ 26 milhões para combate à febre amarela. https://t.co/BDQZzj0JUP;;;;joao Paulo chagas;JoaoJpchagas10;1;Positivo;;;;;;;;;;;;;;;;
5097;Mon Jan 30 12:18:02 +0000 2017;RT @jornalmoc: MG - Governo de Minas Gerais beneficiará 12 mil agricultores familiares - https://t.co/VKKf6I1iGe https://t.co/ZVr2tarGSb;;;;Marcelo Rebello;Marcelimjunior;1;Positivo;;;;;;;;;;;;;;;;
5098;Fri Jan 27 14:28:19 +0000 2017;"RT @luciaazevedo: Tem que dá Parabéns ao Governador de Minas Gerais Fernando Pimentel �
A estratégia de Febre Amarela (Malária) pra tirar o…";;;IGUAZU ARGENTINA;RUBEN DEDIOS PERALTA;rubentransporte;3;Positivo;;;;;;;;;;;;;;;;
5099;Thu Jan 26 21:27:57 +0000 2017;"RT @luciaazevedo: Tem que dá Parabéns ao Governador de Minas Gerais Fernando Pimentel �
A estratégia de Febre Amarela (Malária) pra tirar o…";;;;Edilton Costa;edilton_costa;3;Positivo;;;;;;;;;;;;;;;;
5100;Thu Jan 26 21:28:21 +0000 2017;"RT @luciaazevedo: Tem que dá Parabéns ao Governador de Minas Gerais Fernando Pimentel �
A estratégia de Febre Amarela (Malária) pra tirar o…";;;;Glauco Portela;GlaucoPortela;3;Positivo;;;;;;;;;;;;;;;;
5101;Thu Jan 26 03:30:58 +0000 2017;RT @ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;;;Espírito Santo, Brasil;The scientist;itsfilipi;3;Positivo;;;;;;;;;;;;;;;;
5102;Thu Jan 26 03:37:38 +0000 2017;RT @ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;;;;Jéssica Brenda;jessicabreenda1;3;Positivo;;;;;;;;;;;;;;;;
5103;Thu Jan 26 04:19:31 +0000 2017;RT @ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...;;;zero vinte sete ;júnior;jtjunior_;3;Positivo;;;;;;;;;;;;;;;;
5104;Sat Jan 28 17:30:52 +0000 2017;RT @minsaude: #AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais @saudeMG https://t.co/KdLMZVG2ds;;;Brasil;Paulo Roberto MD;pauloroberto_md;2;Positivo;;;;;;;;;;;;;;;;
5105;Wed Jan 25 12:19:16 +0000 2017;RT @minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais https://t.co/pS91D6814E;;;Brasília - DF;Rodrigo Frutuoso;RodrigoFrutuoso;5;Positivo;;;;;;;;;;;;;;;;
5106;Wed Jan 25 13:20:34 +0000 2017;RT @minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais https://t.co/pS91D6814E;;;Brasil,Salvador,Bahia;Barbara Isabela;isafaceangel;5;Positivo;;;;;;;;;;;;;;;;
5107;Wed Jan 25 14:34:42 +0000 2017;RT @minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais https://t.co/pS91D6814E;;;Santo Ângelo/RS;Leuce Dornelles;leuce_dornelles;5;Positivo;;;;;;;;;;;;;;;;
5108;Wed Jan 25 14:34:54 +0000 2017;RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/c6yrWH9z0h https://t.co/Q3qFJiZr…;;;Rio de Janeiro;CanalSaúde / Fiocruz;CanalSaude;5;Positivo;;;;;;;;;;;;;;;;
5109;Wed Jan 25 16:27:57 +0000 2017;RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/c6yrWH9z0h https://t.co/Q3qFJiZr…;;;Brasília;@SNJuventude;SNJuventude;5;Positivo;;;;;;;;;;;;;;;;
5110;Wed Jan 25 16:31:36 +0000 2017;RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/c6yrWH9z0h https://t.co/Q3qFJiZr…;;;São Vicente, Brasil;Corralles;drcorralles52;5;Positivo;;;;;;;;;;;;;;;;
5111;Wed Jan 25 16:53:50 +0000 2017;RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/c6yrWH9z0h https://t.co/Q3qFJiZr…;;;;mhelena;BrasilLibre;5;Positivo;;;;;;;;;;;;;;;;
5112;Wed Jan 25 18:18:56 +0000 2017;RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/c6yrWH9z0h https://t.co/Q3qFJiZr…;;;São Paulo, Brasil;HELP;HELPAUDITORIA;5;Positivo;;;;;;;;;;;;;;;;
5113;Tue Jan 24 19:18:55 +0000 2017;RT @NovidadeNa98: O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento: https://t.co…;;;Belo Horizonte - MG;Graffite Oficial;Graffite;2;Positivo;;;;;;;;;;;;;;;;
5114;Tue Jan 24 19:49:24 +0000 2017;RT @NovidadeNa98: O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento: https://t.co…;;;Contagem, Brasil;Ronan Agapto;RAgapto;2;Positivo;;;;;;;;;;;;;;;;
5115;Mon Jan 30 22:34:51 +0000 2017;RT @ReginaldoLopes: Governo de Minas nomeia mais 2.500 trabalhadores da Educação https://t.co/YDriRrnzDT #Minas #Educação #Professores;;;Belo Horizonte, Brasil;Cristiano Moreira;chmoreira;1;Positivo;;;;;;;;;;;;;;;;
5116;Wed Jan 25 14:50:30 +0000 2017;"⭕rzil News

�� Governo de Minas Gerais regulamenta Marco Regulatório das OSCs
https://t.co/zOc0YcUcaY";;;Brasília - DF;Grupo Orzil;GrupoOrzil;0;Positivo;;;;;;;;;;;;;;;;
5117;Fri Feb 03 01:22:27 +0000 2017;#Matipó SURTO – Notificações por febre amarela estão em declínio, afirma governo de MG https://t.co/2nq97tIBd3;;;Matipó-MG;MatipóWeb;MatipoWeb;0;Positivo;;;;;;;;;;;;;;;;
5118;Fri Feb 03 01:22:41 +0000 2017;#Matipó SURTO – Notificações por febre amarela estão em declínio, afirma governo de MG https://t.co/2nq97tIBd3 https://t.co/SNzHcw7hE2;;;Matipó-MG;MatipóWeb;MatipoWeb;0;Positivo;;;;;;;;;;;;;;;;
5119;Wed Feb 01 17:44:04 +0000 2017;#noticiasdorenan Estado de MG expulsa 117 servidores em 2016 por atividades ilícitas: O… https://t.co/Iiyg2PCb5W;;;Varginha, Brasil;Notícias do Renan;renanlenzivga;0;Positivo;;;;;;;;;;;;;;;;
5120;Thu Feb 02 17:16:28 +0000 2017;#noticiasdorenan Governo de Minas Gerais e Estado da Alemanha firmam acordo de cooperação… https://t.co/oH2JRHaQZQ;;;Varginha, Brasil;Notícias do Renan;renanlenzivga;0;Positivo;;;;;;;;;;;;;;;;
5121;Wed Feb 01 17:14:19 +0000 2017;#timbeta #globo Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares https://t.co/C3qeoLsJ3l #OperacaoBetaLab #Sigodev…;;;;Hugo TIMBETA;Hugotim1;0;Positivo;;;;;;;;;;;;;;;;
5122;Wed Feb 01 21:55:00 +0000 2017;@governomg e Estado da Alemanha firmam acordo de cooperação para o desenvolvimento econômico, social e ambiental.… https://t.co/HhnmovlTkn;;;Belo Horizonte/Minas Gerais;Governo Minas Gerais;governomg;1;Positivo;;;;;;;;;;;;;;;;
5123;Tue Jan 31 15:45:00 +0000 2017;@governomg lança programa para inclusão social e produtiva de jovens. https://t.co/Hb4w9afLXK https://t.co/xd6iOhNraE;;;Belo Horizonte/Minas Gerais;Governo Minas Gerais;governomg;0;Positivo;;;;;;;;;;;;;;;;
5124;Thu Feb 02 20:15:19 +0000 2017;[Corrupção] Corrupção expulsa 38 servidores do Governo de Minas em dois anos - Bhaz https://t.co/BipJxuGneR… https://t.co/P8qrjgJs71;;;Campo Grande-MS;Wudson Paschoalino;Wudson_;0;Positivo;;;;;;;;;;;;;;;;
5125;Thu Feb 02 20:15:18 +0000 2017;Corrupção expulsa 38 servidores do Governo de Minas em dois anos - Bhaz https://t.co/gpuThs4sW1 https://t.co/VZLXRrSzQS;;;;Eu Cobro;EuCobro;0;Positivo;;;;;;;;;;;;;;;;
5126;Wed Feb 01 20:39:03 +0000 2017;Estado de Minas expulsa 117 servidores por atividades ilícitas - https://t.co/nwN4Twwpu0;;;Minas Gerais, Brasil;Aconteceu no Vale;noticiadosvales;0;Positivo;;;;;;;;;;;;;;;;
5127;Wed Feb 01 21:36:16 +0000 2017;Estado de Minas expulsa 117 servidores por atividades ilícitas https://t.co/EDyjl7kBpx #ANV https://t.co/NkCcx1dClL;;;;Minhas notícias;NoticiariosMG;0;Positivo;;;;;;;;;;;;;;;;
5128;Wed Feb 01 21:15:47 +0000 2017;Estado expulsa 117 servidores em 2016 por atividades ilícitas https://t.co/97gCR3KN0f;;;Santos Dumont - MG -Brasil;POSSANTE ON LINE;possanteonline;0;Positivo;;;;;;;;;;;;;;;;
5129;Wed Feb 01 21:21:25 +0000 2017;Estado expulsa 117 servidores em 2016 por atividades ilícitas https://t.co/hQaT00mQXc;;;Santos Dumont - MG -Brasil;POSSANTE ON LINE;possanteonline;0;Positivo;;;;;;;;;;;;;;;;
5130;Thu Feb 02 07:24:00 +0000 2017;FIEMG e Governo de Minas Gerais assinam acordo de cooperação com estado alemão https://t.co/eyLZq1MiUp #fiemg;;;Uberaba/ MG - Brasil;Alexandre D. Moraes;AllexandreDM;0;Positivo;;;;;;;;;;;;;;;;
5131;Thu Feb 02 02:01:07 +0000 2017;Governo de #Minas #expulsa 117 #servidores por #indisciplina – 44 da educação, 36 da PM, 21 da PC, 8 do CB, o... https://t.co/jxhO3aXD0o;;;Divinópolis-MG;Divinews Jornal Blog;Divinews;0;Positivo;;;;;;;;;;;;;;;;
5132;Thu Feb 02 02:00:25 +0000 2017;Governo de #Minas #expulsa 117 #servidores por indisciplina – 44 da educação, 36 da PM, 21 da PC, 8 do CB, o... https://t.co/zt4qHLA10Z;;;Divinópolis-MG;Divinews Jornal Blog;Divinews;0;Positivo;;;;;;;;;;;;;;;;
5133;Wed Feb 01 17:21:52 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares  https://t.co/t1hGZPSBE9;;;;Michele #beta #sdv;michelexmbeta;0;Positivo;;;;;;;;;;;;;;;;
5134;Wed Feb 01 17:20:30 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares  https://t.co/wZSQgJKopP;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5135;Wed Feb 01 17:23:10 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares  https://t.co/wZSQgJKopP;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5136;Wed Feb 01 17:04:07 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares https://t.co/01ecFlJipq;;;;G1 MG;g1mg;0;Positivo;;;;;;;;;;;;;;;;
5137;Wed Feb 01 17:30:24 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares https://t.co/gXiY85trvL https://t.co/SMhA3ET5Ih;;;Belo Horizonte - Minas Gerais;Marcelo Rezende;Televans;0;Positivo;;;;;;;;;;;;;;;;
5138;Wed Feb 01 17:18:13 +0000 2017;Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares https://t.co/ya7mViYLjK #SomosTodosDilma #Raynniere #BuyRaynniere…;;;;Raynniere Makepeace;itsRaynniere;0;Positivo;;;;;;;;;;;;;;;;
5139;Wed Feb 01 21:51:22 +0000 2017;Governo de Minas expulsa 117 servidores por corrupção https://t.co/OrhDYyrPj5;;;Paracatu, Minas Gerais;Paracatu.Net;paracatunet;0;Positivo;;;;;;;;;;;;;;;;
5140;Thu Feb 02 21:21:47 +0000 2017;Governo de Minas Gerais e Estado da Alemanha firmam acordo de cooperação – Pontal em Foco https://t.co/LO8lGRlJUQ;;;Germany;BrasileirosNAlemanha;BNA_ALEMANHA;0;Positivo;;;;;;;;;;;;;;;;
5141;Tue Jan 31 15:58:10 +0000 2017;Governo de Minas Gerais lança programa para inclusão social e produtiva de jovens https://t.co/9vpqevIeXO https://t.co/Cvs8epDxXu;;;Minas Gerais;Brasil Metrópole;brasilmetropole;0;Positivo;;;;;;;;;;;;;;;;
5142;Tue Jan 31 18:22:07 +0000 2017;Governo de Minas Gerais lança programa para inclusão social e produtiva de jovens https://t.co/BSqHGSVWvx;;;Santa Luzia;Leonardo Laceda;leolacerda2012;0;Positivo;;;;;;;;;;;;;;;;
5143;Wed Feb 01 10:00:27 +0000 2017;Governo de Minas Gerais lança programa para inclusão social e produtiva de jovens https://t.co/pFOjc3Lsxh https://t.co/RD62UxNdX6;;;Santa Rita do Sapucaí MG;Vale Independente;redacaodovale;0;Positivo;;;;;;;;;;;;;;;;
5144;Thu Feb 02 15:49:37 +0000 2017;"Governo de Minas lança 4ª edital de incentivo à inovação tecnológica e empreendedorismo

https://t.co/6dSgeJGuaT https://t.co/clkpqKFLF1";;;Ribeirão das Neves;Ribeirão das Neves;ribdasneves;2;Positivo;;;;;;;;;;;;;;;;
5145;Tue Jan 31 17:15:14 +0000 2017;Governo do Estado inaugurou,hoje,Unidade de Atendimento Integrado (UAI)de Contagem,primeira do município @Durval13PT https://t.co/DBIG633IjN;;;Minas Gerais;Gabriela Fagundes;gabifacouto;2;Positivo;;;;;;;;;;;;;;;;
5146;Wed Feb 01 11:59:58 +0000 2017;MG: lei da agricultura familiar completa seis anos com a inclusão de mais de 200 #agroindústrias em todo o Estado… https://t.co/KYY1HHKv4x;;;Ipatinga - MG;Guialat;Guialat;0;Positivo;;;;;;;;;;;;;;;;
5147;Tue Jan 31 18:48:40 +0000 2017;MG: Lei da agricultura familiar completa seis anos com a inclusão de mais de 200 agroindústrias no estado https://t.co/rT5gRmjkn2;;;Brasil;Agrolink;agrolink;0;Positivo;;;;;;;;;;;;;;;;
5148;Wed Feb 01 17:16:42 +0000 2017;"New post: ""Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares"" https://t.co/9lcoiBmOF0";;;;Camila Maciel Serrão;CamilaMacielSer;0;Positivo;;;;;;;;;;;;;;;;
5149;Thu Feb 02 21:21:25 +0000 2017;Notícia: Notificações por febre amarela estão em declínio, afirma governo de MG https://t.co/pPSe15pQre https://t.co/DHWYg8G0Wt;;;Belo Horizonte, Brasil;₵ⱠɆɄ฿ɆⱤ #BetaSDV;cleuberdacunha;0;Positivo;;;;;;;;;;;;;;;;
5150;Tue Jan 31 11:56:01 +0000 2017;Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kKBSaD;;;Belo Horizonte;Jornal Hoje em Dia;jornalhojeemdia;4;Positivo;;;;;;;;;;;;;;;;
5151;Tue Jan 31 08:35:56 +0000 2017;Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/YIiYnF4Z1v via @jornalhojeemdia;;;;ElisetePenaOliveira;ElisetePena;0;Positivo;;;;;;;;;;;;;;;;
5152;Tue Jan 31 21:56:26 +0000 2017;RT @g1economia: Déficit de MG fecha 2016 em R$ 4 bi, menos da metade do previsto pelo governo https://t.co/8FvMI3gTOq;;;Sorocaba - SP;Esportes/Atualidades;oyrnni;1;Positivo;;;;;;;;;;;;;;;;
5153;Tue Jan 31 12:06:11 +0000 2017;RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…;;;Belo Horizonte;Andre Moura;andremmarino;4;Positivo;;;;;;;;;;;;;;;;
5154;Tue Jan 31 12:48:53 +0000 2017;RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…;;;Vespasiano  Belo Horizonte/MG ;Denielson;denicarlo;4;Positivo;;;;;;;;;;;;;;;;
5155;Tue Jan 31 14:39:19 +0000 2017;RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…;;;Brazil;Cláudio de Aquino;4kinao;4;Positivo;;;;;;;;;;;;;;;;
5156;Tue Jan 31 16:58:59 +0000 2017;RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…;;;Minas Gerais, Brasil;Helio #Beta;heliobetalab;4;Positivo;;;;;;;;;;;;;;;;
5157;Sat Feb 04 22:31:32 +0000 2017;A União terá de repassar ao governo de Minas Gerais recursos referentes ao Fundo de Manutenção e Desenvolvimento... https://t.co/jGSSQnvzN4;;;Cotia - SP;Ferreira Santos;FSantosAdv;0;Positivo;;;;;;;;;;;;;;;;
5158;Sat Feb 04 01:07:28 +0000 2017;Corregedoria Geral  Ministério Público de Minas Gerais abriu  investigação sobre a conduta  procurador  Justiça do estado Rômulo Paiva Filho;;;;Telma Azevedo;TelmaAzevedo1;4;Positivo;;;;;;;;;;;;;;;;
